# PteroDAQ recording
# 10:23:30, 18 Feb 2015
# Recording every 0.016666666666666666 sec (60.0 Hz)
# Analog reference is Power
# Averaging 32 readings together
# Scale: 0 to 3.3054 volts
# Recording channels:
#   ch1 : Diff/PTE20-PTE21
# Notes:
#   EKG gain=1508 RA-LA
#   Kevin Karplus
#   
0.0000000	-0.248049
0.0166667	-0.235037
0.0333334	-0.241291
0.0500000	-0.254001
0.0666667	-0.260053
0.0833333	-0.246839
0.1000000	-0.260255
0.1166667	-0.231708
0.1333334	-0.285675
0.1500000	-0.235037
0.1666667	-0.273268
0.1833334	-0.250470
0.2000000	-0.283456
0.2166667	-0.248251
0.2333333	-0.283658
0.2500000	-0.255716
0.2666667	-0.254203
0.2833334	-0.237659
0.3000000	-0.185205
0.3166667	-0.088467
0.3333334	-0.138702
0.3500000	-0.185810
0.3666667	-0.269939
0.3833334	-0.275185
0.4000000	-0.289811
0.4166667	-0.263382
0.4333333	-0.269636
0.4500000	0.319569
0.4666667	0.555009
0.4833334	-0.074344
0.5000000	-0.189139
0.5166667	-0.222125
0.5333333	-0.218191
0.5500000	-0.214156
0.5666667	-0.200134
0.5833334	-0.194586
0.6000000	-0.196099
0.6166667	-0.190955
0.6333334	-0.160087
0.6500000	-0.143846
0.6666667	-0.088265
0.6833334	-0.022293
0.7000000	0.042972
0.7166667	0.079691
0.7333333	0.105313
0.7500000	0.061836
0.7666667	-0.048117
0.7833334	-0.095528
0.8000000	-0.160995
0.8166667	-0.196906
0.8333334	-0.192569
0.8500000	-0.184801
0.8666668	-0.177942
0.8833333	-0.186415
0.9000000	-0.172596
0.9166667	-0.169166
0.9333334	-0.171688
0.9500000	-0.190854
0.9666667	-0.159482
0.9833333	-0.187828
1.0000000	-0.167653
1.0166667	-0.175521
1.0333333	-0.166846
1.0500000	-0.134667
1.0666667	-0.134364
1.0833333	-0.156557
1.1000000	-0.140719
1.1166667	-0.145864
1.1333333	-0.149899
1.1500000	-0.155144
1.1666667	-0.133356
1.1833333	-0.132851
1.2000000	-0.128614
1.2166667	-0.136886
1.2333333	-0.129018
1.2500000	-0.113382
1.2666667	-0.115602
1.2833333	-0.116510
1.3000000	-0.108137
1.3166667	-0.128110
1.3333333	-0.117922
1.3500000	-0.103295
1.3666667	-0.090888
1.3833334	-0.089778
1.4000000	-0.068796
1.4166667	0.029354
1.4333334	0.085743
1.4500000	-0.019973
1.4666667	-0.064257
1.4833333	-0.126698
1.5000000	-0.101177
1.5166667	-0.145057
1.5333333	-0.094721
1.5500000	0.099764
1.5666667	0.809212
1.5833333	0.451109
1.6000000	-0.007868
1.6166667	-0.082515
1.6333334	-0.075857
1.6500000	-0.078177
1.6666667	-0.073840
1.6833334	-0.078581
1.7000001	-0.054270
1.7166667	-0.037323
1.7333334	-0.028648
1.7500000	-0.006557
1.7666667	0.038433
1.7833333	0.069200
1.8000000	0.146974
1.8166667	0.225958
1.8333333	0.282044
1.8500000	0.302622
1.8666667	0.246637
1.8833333	0.137592
1.9000000	0.070914
1.9166667	0.041157
1.9333335	0.010995
1.9500000	0.007364
1.9666667	0.024311
1.9833333	0.018157
2.0000000	0.021284
2.0166667	0.033894
2.0333334	0.028547
2.0500000	0.017552
2.0666667	0.016745
2.0833334	0.025925
2.1000000	0.026933
2.1166667	0.016745
2.1333334	0.013215
2.1500000	0.001311
2.1666667	-0.000303
2.1833333	0.008877
2.2000000	-0.013618
2.2166667	0.006557
2.2333334	-0.001110
2.2500000	0.008272
2.2666667	0.012811
2.2833334	0.034398
2.3000000	0.029253
2.3166667	0.029960
2.3333334	0.006658
2.3500000	0.009381
2.3666667	0.039845
2.3833334	0.016039
2.4000000	0.021184
2.4166667	0.033591
2.4333333	0.024613
2.4500000	0.039139
2.4666667	0.033591
2.4833334	0.129119
2.5000000	0.107431
2.5166667	0.060424
2.5333334	-0.028547
2.5500000	-0.014425
2.5666667	-0.028850
2.5833334	-0.016745
2.6000000	-0.020074
2.6166667	0.477134
2.6333333	0.802252
2.6500000	0.202555
2.6666667	0.063248
2.6833333	-0.006153
2.7000000	0.000101
2.7166667	0.003732
2.7333333	0.029657
2.7500000	-0.004842
2.7666667	0.032381
2.7833333	0.037929
2.8000000	0.057700
2.8166667	0.088164
2.8333334	0.102085
2.8500000	0.166442
2.8666667	0.230195
2.8833333	0.262676
2.9000000	0.314223
2.9166668	0.285877
2.9333334	0.165534
2.9500000	0.065972
2.9666667	0.026530
2.9833333	-0.000303
3.0000000	-0.016644
3.0166667	0.007465
3.0333334	-0.020377
3.0500000	0.002824
3.0666667	-0.019670
3.0833333	-0.019368
3.1000000	0.004539
3.1166667	-0.025824
3.1333334	-0.036315
3.1500000	-0.031574
3.1666667	-0.040350
3.1833333	-0.043578
3.2000000	-0.035205
3.2166667	-0.052253
3.2333334	-0.044183
3.2500000	-0.050639
3.2666667	-0.046604
3.2833333	-0.016846
3.3000000	-0.026429
3.3166667	-0.007666
3.3333334	-0.031473
3.3500000	-0.004943
3.3666667	-0.014728
3.3833333	-0.028648
3.4000000	-0.009785
3.4166667	-0.009583
3.4333333	0.003026
3.4500000	0.014223
3.4666667	-0.009482
3.4833333	0.014728
3.5000000	0.040249
3.5166667	0.135676
3.5333334	0.104606
3.5500000	0.056994
3.5666667	-0.025420
3.5833334	-0.032683
3.6000000	-0.011500
3.6166667	0.012307
3.6333333	0.045898
3.6500001	0.462609
3.6666667	0.812339
3.6833334	0.414189
3.7000000	0.199025
3.7166667	0.209112
3.7333333	0.251983
3.7500000	0.203564
3.7666667	0.210121
3.7833334	0.207397
3.8000000	0.243006
3.8166667	0.226361
3.8333334	0.237861
3.8500000	0.270544
3.8666667	0.318863
3.8833334	0.370107
3.9000000	0.430430
3.9166667	0.454236
3.9333333	0.519602
3.9500001	0.504471
3.9666667	0.444956
3.9833333	0.307061
4.0000000	0.292333
4.0166667	0.262575
4.0333333	0.237659
4.0500000	0.233120
4.0666667	0.285373
4.0833334	0.286281
4.1000000	0.294250
4.1166667	0.319569
4.1333334	0.291526
4.1500000	0.320679
4.1666667	0.336617
4.1833333	0.305548
4.2000000	0.307262
4.2166667	0.315332
4.2333333	0.317753
4.2500000	0.312609
4.2666667	0.345796
4.2833333	0.339139
4.3000000	0.332380
4.3166667	0.322898
4.3333334	0.319872
4.3500000	0.317652
4.3666667	0.334398
4.3833333	0.330564
4.4000000	0.319367
4.4166667	0.310591
4.4333333	0.340652
4.4500000	0.309280
4.4666667	0.339441
4.4833333	0.353160
4.5000000	0.348722
4.5166667	0.336213
4.5333334	0.339946
4.5500000	0.335205
4.5666667	0.338533
4.5833334	0.336516
4.6000000	0.324209
4.6166667	0.342669
4.6333333	0.419535
4.6500000	0.481270
4.6666667	0.423974
4.6833334	0.385036
4.7000000	0.292030
4.7166667	0.296671
4.7333334	0.293342
4.7500000	0.308977
4.7666667	0.444451
4.7833334	0.809212
4.8000001	0.812339
4.8166667	0.437188
4.8333333	0.378681
4.8500000	0.336415
4.8666667	0.344989
4.8833334	0.359011
4.9000000	0.353765
4.9166667	0.356489
4.9333333	0.356186
4.9500000	0.341459
4.9666667	0.377168
4.9833333	0.431943
5.0000000	0.458372
5.0166667	0.519098
5.0333333	0.542703
5.0500000	0.598385
5.0666667	0.619468
5.0833334	0.573066
5.1000000	0.450907
5.1166667	0.357498
5.1333333	0.314626
5.1500000	0.310591
5.1666667	0.297579
5.1833333	0.308170
5.2000000	0.275588
5.2166667	0.271654
5.2333333	0.263584
5.2500000	0.269939
5.2666667	0.275084
5.2833334	0.233524
5.3000000	0.253799
5.3166667	0.211936
5.3333333	0.250369
5.3500000	0.226967
5.3666667	0.215871
5.3833334	0.206489
5.4000000	0.216173
5.4166667	0.193779
5.4333333	0.185507
5.4500000	0.167350
5.4666667	0.186012
5.4833333	0.172495
5.5000000	0.145763
5.5166667	0.156153
5.5333334	0.153127
5.5500000	0.152622
5.5666667	0.139307
5.5833334	0.111668
5.6000001	0.155245
5.6166667	0.140316
5.6333334	0.094620
5.6500000	0.102690
5.6666667	0.100874
5.6833334	0.068191
5.7000000	0.067384
5.7166667	0.046604
5.7333333	0.072932
5.7500000	0.148688
5.7666667	0.182279
5.7833333	0.117317
5.8000000	0.067283
5.8166667	0.018258
5.8333334	-0.044889
5.8500000	-0.035104
5.8666667	-0.024613
5.8833333	0.113181
5.9000000	0.812339
5.9166667	0.414996
5.9333334	0.064660
5.9500000	-0.021587
5.9666667	-0.009785
5.9833333	-0.045393
6.0000000	-0.045494
6.0166667	-0.013517
6.0333333	-0.013114
6.0500000	-0.010693
6.0666667	0.002824
6.0833333	0.032582
6.1000000	0.036516
6.1166668	0.088164
6.1333333	0.124479
6.1500000	0.186415
6.1666667	0.226462
6.1833334	0.254707
6.2000000	0.174210
6.2166667	0.051648
6.2333333	-0.028951
6.2500001	-0.099563
6.2666667	-0.098957
6.2833333	-0.076664
6.3000000	-0.095124
6.3166667	-0.076059
6.3333333	-0.083725
6.3500000	-0.083625
6.3666667	-0.076765
6.3833333	-0.078177
6.4000000	-0.101984
6.4166667	-0.112071
6.4333333	-0.135575
6.4500000	-0.117922
6.4666667	-0.107935
6.4833334	-0.131439
6.5000000	-0.114996
6.5166667	-0.159785
6.5333334	-0.183893
6.5500000	-0.164526
6.5666667	-0.159583
6.5833333	-0.187525
6.6000000	-0.189643
6.6166667	-0.164324
6.6333334	-0.158473
6.6500000	-0.160491
6.6666667	-0.160188
6.6833333	-0.181372
6.7000000	-0.167148
6.7166667	-0.211029
6.7333334	-0.159179
6.7500000	-0.086953
6.7666667	-0.054371
6.7833334	-0.109146
6.8000000	-0.150202
6.8166667	-0.186718
6.8333333	-0.205279
6.8500000	-0.209818
6.8666667	-0.187021
6.8833334	-0.015837
6.9000000	0.788331
6.9166667	0.291022
6.9333334	-0.073941
6.9500000	-0.143746
6.9666667	-0.179657
6.9833333	-0.163920
7.0000000	-0.169569
7.0166667	-0.144250
7.0333333	-0.157969
7.0500000	-0.141627
7.0666667	-0.131742
7.0833333	-0.103396
7.1000000	-0.074042
7.1166667	-0.032179
7.1333333	0.009684
7.1500000	0.070511
7.1666667	0.120141
7.1833334	0.144250
7.2000000	0.052152
7.2166667	-0.029052
7.2333333	-0.082717
7.2500000	-0.116106
7.2666667	-0.137491
7.2833333	-0.129522
7.3000000	-0.142838
7.3166667	-0.144855
7.3333333	-0.127707
7.3500000	-0.117417
7.3666667	-0.101883
7.3833333	-0.107633
7.4000017	-0.128413
7.4166667	-0.118023
7.4333333	-0.133961
7.4500000	-0.151916
7.4666667	-0.178547
7.4833334	-0.149596
7.5000000	-0.150403
7.5166667	-0.138399
7.5333333	-0.176731
7.5500000	-0.145763
7.5666667	-0.171183
7.5833334	-0.175723
7.6000000	-0.161600
7.6166667	-0.159280
7.6333333	-0.193376
7.6500000	-0.177639
7.6666667	-0.186617
7.6833334	-0.196200
7.7000000	-0.186516
7.7166667	-0.198823
7.7333333	-0.197007
7.7500000	-0.190349
7.7666667	-0.189845
7.7833334	-0.156657
7.8000000	-0.162206
7.8166667	-0.046402
7.8333334	-0.036214
7.8500000	-0.114593
7.8666667	-0.158877
7.8833333	-0.204674
7.9000000	-0.216476
7.9166667	-0.201647
7.9333333	-0.223638
7.9500000	0.028648
7.9666667	0.815769
7.9833334	0.331069
8.0000000	-0.097041
8.0166667	-0.148688
8.0333333	-0.170376
8.0500000	-0.172091
8.0666667	-0.182481
8.0833333	-0.145360
8.1000000	-0.133255
8.1166667	-0.154539
8.1333334	-0.125588
8.1500000	-0.117014
8.1666667	-0.098655
8.1833333	-0.042972
8.2000000	0.019771
8.2166667	0.089475
8.2333333	0.133658
8.2500000	0.139206
8.2666667	0.098655
8.2833333	-0.032784
8.3000000	-0.101278
8.3166667	-0.126698
8.3333334	-0.138399
8.3500000	-0.144553
8.3666667	-0.144754
8.3833334	-0.138197
8.4000000	-0.122360
8.4166667	-0.132549
8.4333334	-0.143443
8.4500000	-0.135373
8.4666667	-0.120343
8.4833334	-0.120948
8.5000000	-0.146167
8.5166667	-0.179858
8.5333334	-0.168359
8.5500000	-0.175017
8.5666667	-0.174714
8.5833333	-0.175622
8.6000000	-0.215366
8.6166667	-0.198318
8.6333334	-0.187021
8.6500000	-0.189240
8.6666667	-0.169771
8.6833333	-0.138601
8.7000000	-0.174008
8.7166667	-0.144653
8.7333334	-0.164627
8.7500000	-0.158271
8.7666667	-0.147276
8.7833334	-0.135373
8.8000000	-0.154539
8.8166667	-0.146368
8.8333333	-0.141829
8.8500000	-0.150605
8.8666667	-0.131842
8.8833334	-0.153228
8.9000000	-0.137189
8.9166667	-0.107532
8.9333333	-0.088467
8.9500000	-0.010794
8.9666667	0.009079
8.9833334	-0.063248
9.0000000	-0.163719
9.0166667	-0.153530
9.0333334	-0.152118
9.0500000	-0.147074
9.0666667	-0.137491
9.0833333	0.381708
9.1000000	0.635708
9.1166667	0.057498
9.1333334	-0.085138
9.1500000	-0.107330
9.1666667	-0.118325
9.1833334	-0.104909
9.2000000	-0.093006
9.2166667	-0.109751
9.2333333	-0.097243
9.2500000	-0.075958
9.2666667	-0.053867
9.2833334	-0.038837
9.3000000	-0.000706
9.3166667	0.076563
9.3333333	0.123773
9.3500000	0.178345
9.3666667	0.204573
9.3833333	0.187021
9.4000000	0.089475
9.4166667	0.014324
9.4333333	-0.071721
9.4500000	-0.111970
9.4666667	-0.136987
9.4833334	-0.118830
9.5000000	-0.133356
9.5166667	-0.124479
9.5333334	-0.124579
9.5500000	-0.141728
9.5666667	-0.143645
9.5833334	-0.135777
9.6000000	-0.153631
9.6166667	-0.144956
9.6333333	-0.152219
9.6500000	-0.149798
9.6666667	-0.147982
9.6833333	-0.146873
9.7000000	-0.168359
9.7166667	-0.189643
9.7333333	-0.169670
9.7500000	-0.167854
9.7666667	-0.162306
9.7833334	-0.167451
9.8000000	-0.188735
9.8166667	-0.174512
9.8333333	-0.169065
9.8500000	-0.164021
9.8666668	-0.160289
9.8833333	-0.164021
9.9000000	-0.160692
9.9166667	-0.169973
9.9333333	-0.186012
9.9500000	-0.180262
9.9666667	-0.135474
9.9833334	-0.076362
10.0000000	-0.003228
10.0166667	-0.079993
10.0333333	-0.094418
10.0500000	-0.163416
10.0666667	-0.191358
10.0833334	-0.183994
